[rosmaster.main][INFO] 2020-03-02 17:47:52,989: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2020-03-02 17:47:52,990: Starting ROS Master Node
[rosmaster.master][INFO] 2020-03-02 17:47:53,105: +PARAM [/rover_ns/joint_limits/rocker_right_bogie_right/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,105: +PARAM [/rover_ns/joint_limits/body_rocker_right/has_jerk_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,105: +PARAM [/rover_ns/bogie_left_wheel_lm_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,105: +PARAM [/rover_ns/corner_rb_wheel_rb_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,105: +PARAM [/rover_ns/arm_shoulder_1_arm_shoulder_2_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,105: +PARAM [/rover_ns/joint_limits/arm_elbow_arm_hand_right/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,105: +PARAM [/rover_ns/joint_limits/corner_rb_wheel_rb/max_jerk] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,105: +PARAM [/rover_ns/rocker_left_bogie_left_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,105: +PARAM [/rover_ns/joint_limits/arm_shoulder_1_arm_shoulder_2/max_jerk] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,105: +PARAM [/rover_ns/joint_limits/corner_rb_wheel_rb/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,105: +PARAM [/rover_ns/rocker_left_corner_lb_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,105: +PARAM [/rover_ns/body_arm_shoulder_1_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,105: +PARAM [/rover_ns/bogie_left_corner_lf_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,105: +PARAM [/rover_ns/joint_limits/rocker_left_corner_lb/has_effort_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,105: +PARAM [/rover_ns/corner_rf_wheel_rf_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/joint_limits/corner_rf_wheel_rf/has_position_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/joint_limits/corner_lf_wheel_lf/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/joint_limits/bogie_left_corner_lf/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/joint_limits/corner_rf_wheel_rf/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/joint_limits/body_arm_shoulder_1/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/joint_limits/arm_shoulder_2_arm_elbow/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/joint_limits/bogie_right_wheel_rm/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/rocker_left_corner_lb_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/joint_limits/bogie_right_wheel_rm/max_jerk] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/joint_limits/bogie_left_corner_lf/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/corner_rb_wheel_rb_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/arm_shoulder_1_arm_shoulder_2_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/bogie_right_wheel_rm_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/joint_limits/rocker_right_bogie_right/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/joint_limits/body_arm_shoulder_1/has_position_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/rocker_left_bogie_left_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/joint_limits/bogie_left_wheel_lm/has_position_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/body_rocker_right_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,106: +PARAM [/rover_ns/joint_limits/rocker_right_corner_rb/has_effort_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,107: +PARAM [/rover_ns/joint_limits/bogie_right_corner_rf/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,107: +PARAM [/rover_ns/joint_limits/bogie_left_corner_lf/has_position_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,107: +PARAM [/rover_ns/corner_rb_wheel_rb_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,107: +PARAM [/rover_ns/joint_limits/rocker_right_bogie_right/has_position_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,107: +PARAM [/rover_ns/joint_limits/corner_lb_wheel_lb/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,107: +PARAM [/rover_ns/joint_limits/arm_elbow_arm_hand_right/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,107: +PARAM [/rover_ns/joint_limits/rocker_left_corner_lb/max_effort] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,107: +PARAM [/rover_ns/corner_rb_wheel_rb_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,107: +PARAM [/rover_ns/bogie_right_wheel_rm_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,107: +PARAM [/rover_ns/arm_shoulder_1_arm_shoulder_2_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,107: +PARAM [/rover_ns/bogie_right_corner_rf_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,107: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,107: +PARAM [/rover_ns/joint_limits/arm_shoulder_2_arm_elbow/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,107: +PARAM [/rover_ns/joint_limits/arm_shoulder_1_arm_shoulder_2/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,107: +PARAM [/rover_ns/corner_lb_wheel_lb_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,107: +PARAM [/rover_ns/arm_elbow_arm_hand_right_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,107: +PARAM [/rover_ns/joint_limits/corner_rb_wheel_rb/max_effort] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,107: +PARAM [/rover_ns/arm_elbow_arm_hand_right_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,108: +PARAM [/rover_ns/joint_limits/arm_shoulder_2_arm_elbow/has_effort_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,108: +PARAM [/rover_ns/joint_limits/arm_elbow_arm_hand_left/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,108: +PARAM [/rover_ns/joint_limits/bogie_right_corner_rf/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,108: +PARAM [/rover_ns/joint_limits/rocker_right_corner_rb/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,108: +PARAM [/rover_ns/joint_limits/arm_shoulder_2_arm_elbow/max_effort] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,108: +PARAM [/rover_ns/joint_limits/arm_elbow_arm_hand_right/max_effort] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,108: +PARAM [/rover_ns/joint_limits/corner_lf_wheel_lf/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,108: +PARAM [/rover_ns/bogie_left_wheel_lm_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,108: +PARAM [/rover_ns/joint_limits/corner_rb_wheel_rb/has_jerk_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,108: +PARAM [/rover_ns/joint_limits/corner_rb_wheel_rb/has_effort_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,108: +PARAM [/rover_ns/joint_limits/corner_lb_wheel_lb/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,108: +PARAM [/rover_ns/corner_rf_wheel_rf_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,108: +PARAM [/rover_ns/bogie_right_wheel_rm_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,108: +PARAM [/rover_ns/corner_lb_wheel_lb_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,108: +PARAM [/rover_ns/joint_limits/bogie_right_corner_rf/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,108: +PARAM [/rover_ns/body_arm_shoulder_1_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,108: +PARAM [/rover_ns/rocker_right_corner_rb_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,108: +PARAM [/rover_ns/body_arm_shoulder_1_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,109: +PARAM [/rover_ns/joint_limits/rocker_left_bogie_left/has_jerk_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,109: +PARAM [/rover_ns/joint_limits/rocker_left_bogie_left/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,109: +PARAM [/rover_ns/joint_limits/arm_elbow_arm_hand_left/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,109: +PARAM [/rover_ns/rocker_right_bogie_right_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,109: +PARAM [/rover_ns/joint_limits/corner_rf_wheel_rf/has_jerk_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,109: +PARAM [/rover_ns/bogie_left_corner_lf_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,109: +PARAM [/rover_ns/rocker_right_corner_rb_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,109: +PARAM [/rover_ns/body_arm_shoulder_1_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,109: +PARAM [/rover_ns/joint_limits/corner_lf_wheel_lf/has_effort_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,109: +PARAM [/rover_ns/joint_limits/rocker_left_corner_lb/max_jerk] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,109: +PARAM [/rover_ns/joint_limits/body_rocker_left/max_effort] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,109: +PARAM [/rover_ns/joint_limits/corner_rf_wheel_rf/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,109: +PARAM [/rover_ns/joint_limits/corner_lf_wheel_lf/max_effort] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,109: +PARAM [/rover_ns/arm_shoulder_1_arm_shoulder_2_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,109: +PARAM [/rover_ns/joint_limits/bogie_left_corner_lf/has_jerk_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,109: +PARAM [/rover_ns/joint_limits/arm_elbow_arm_hand_right/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,109: +PARAM [/rover_ns/body_rocker_left_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,109: +PARAM [/rover_ns/joint_limits/bogie_left_corner_lf/max_jerk] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/joint_limits/body_rocker_left/has_position_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/joint_limits/corner_lf_wheel_lf/has_position_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/joint_limits/arm_elbow_arm_hand_left/max_effort] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/joint_limits/arm_elbow_arm_hand_right/has_effort_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/joint_limits/body_arm_shoulder_1/has_jerk_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/bogie_right_wheel_rm_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/corner_rf_wheel_rf_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/joint_limits/bogie_right_corner_rf/has_position_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/joint_limits/bogie_left_corner_lf/max_effort] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/rocker_left_bogie_left_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/joint_limits/bogie_left_wheel_lm/has_effort_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/joint_limits/arm_elbow_arm_hand_left/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/joint_limits/corner_lb_wheel_lb/has_position_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/joint_limits/corner_lb_wheel_lb/has_effort_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/joint_limits/rocker_left_bogie_left/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/joint_limits/corner_lb_wheel_lb/max_effort] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/joint_limits/bogie_right_wheel_rm/has_jerk_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/joint_limits/arm_elbow_arm_hand_left/has_position_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,110: +PARAM [/rover_ns/joint_limits/rocker_right_bogie_right/has_effort_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/rover_ns/joint_limits/bogie_left_corner_lf/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/rover_ns/joint_limits/body_rocker_right/has_effort_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/rover_ns/corner_rf_wheel_rf_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/rover_ns/joint_limits/rocker_right_bogie_right/has_jerk_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/rover_ns/joint_limits/body_arm_shoulder_1/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/rover_ns/bogie_right_corner_rf_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/rover_ns/body_rocker_left_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/robot_description] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/rover_ns/joint_limits/corner_lf_wheel_lf/max_jerk] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/rover_ns/joint_limits/rocker_right_bogie_right/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/rover_ns/body_rocker_right_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/rover_ns/joint_limits/arm_shoulder_1_arm_shoulder_2/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/rover_ns/joint_state_controller/type] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/rover_ns/joint_limits/body_arm_shoulder_1/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/rover_ns/joint_limits/corner_rf_wheel_rf/max_effort] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/rover_ns/joint_limits/body_rocker_right/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/rover_ns/joint_state_controller/publish_rate] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/rover_ns/bogie_left_wheel_lm_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,111: +PARAM [/rover_ns/joint_limits/body_rocker_left/has_effort_limits] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,112: +PARAM [/rover_ns/body_rocker_left_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2020-03-02 17:47:53,112: +PARAM [/rover_ns/joint_limits/bogie_right_corner_rf/max_effort] by /roslaunch
